coin,blockchain,time_range,whale_transaction_count,total_volume
ETH,Ethereum,2024-11-17 15:00,14,2058.5
SOL,Solana,2024-08-28 18:00,4,2734.99
ETH,Ethereum,2024-06-08 16:00,12,9235.75
SOL,Solana,2024-05-07 22:00,16,2380.15
BTC,Bitcoin,2025-06-07 21:00,6,31218.64
BTC,Bitcoin,2024-02-29 16:00,10,41063.29
ADA,Cardano,2024-04-21 09:00,8,1212.15
ETH,Ethereum,2024-12-04 15:00,14,3378.39
BTC,Bitcoin,2024-03-31 13:00,7,10425.65
SOL,Solana,2024-07-08 19:00,12,2004.92
BTC,Bitcoin,2024-09-25 07:00,9,18823.36
ADA,Cardano,2025-05-24 00:00,3,1115.14
ADA,Cardano,2024-07-07 06:00,3,1516.17
SOL,Solana,2024-07-19 02:00,10,3503.11
ADA,Cardano,2024-05-01 09:00,7,966.72
ETH,Ethereum,2024-10-30 09:00,19,14044.44
ADA,Cardano,2024-01-20 05:00,10,1526.47
ETH,Ethereum,2025-04-04 18:00,18,10560.31
ETH,Ethereum,2024-06-18 23:00,8,18974.26
BTC,Bitcoin,2025-03-12 17:00,7,23156.94
BTC,Bitcoin,2025-06-12 20:00,8,24271.1
ADA,Cardano,2024-06-25 12:00,5,1197.1
ETH,Ethereum,2024-07-12 09:00,12,10526.23
BTC,Bitcoin,2024-06-12 20:00,10,16801.85
SOL,Solana,2024-07-06 01:00,8,2707.36
ADA,Cardano,2024-11-30 11:00,6,1557.68
ETH,Ethereum,2024-11-26 09:00,14,7550.26
ETH,Ethereum,2024-03-24 01:00,10,8677.07
BTC,Bitcoin,2024-02-02 15:00,7,18733.61
SOL,Solana,2025-03-15 04:00,12,2529.0
ETH,Ethereum,2025-03-28 15:00,14,5763.1
ADA,Cardano,2024-06-20 09:00,4,759.92
SOL,Solana,2025-06-04 21:00,13,2843.4
SOL,Solana,2025-05-14 18:00,7,1611.62
BTC,Bitcoin,2025-04-21 14:00,10,10591.17
ETH,Ethereum,2024-04-04 12:00,11,4099.83
ADA,Cardano,2025-04-01 22:00,4,820.7
BTC,Bitcoin,2024-04-24 09:00,2,9182.37
ETH,Ethereum,2025-04-23 16:00,17,11093.85
ADA,Cardano,2024-03-27 07:00,7,1196.88
SOL,Solana,2024-08-01 06:00,11,1984.7
BTC,Bitcoin,2025-03-08 03:00,8,17056.6
BTC,Bitcoin,2024-02-05 03:00,10,15867.92
ADA,Cardano,2024-01-28 18:00,4,1463.2
ETH,Ethereum,2024-08-25 02:00,10,14758.91
ADA,Cardano,2025-05-01 11:00,1,1108.16
ETH,Ethereum,2024-12-17 14:00,11,8979.74
SOL,Solana,2024-12-12 21:00,11,1798.19
BTC,Bitcoin,2024-09-02 21:00,8,24309.14
ADA,Cardano,2025-06-09 17:00,1,967.95
SOL,Solana,2024-07-15 16:00,5,3539.54
ADA,Cardano,2024-03-14 21:00,3,1389.37
SOL,Solana,2024-08-28 14:00,7,2952.61
BTC,Bitcoin,2025-02-13 05:00,15,18811.93
ETH,Ethereum,2024-04-16 07:00,16,16951.67
ETH,Ethereum,2025-05-31 02:00,22,7962.08
ETH,Ethereum,2024-11-22 21:00,13,9584.52
SOL,Solana,2024-03-25 05:00,7,1579.12
ETH,Ethereum,2024-04-10 22:00,14,10870.58
BTC,Bitcoin,2024-09-01 14:00,4,33496.93
SOL,Solana,2024-01-06 23:00,9,2221.1
BTC,Bitcoin,2024-03-04 13:00,7,33309.55
BTC,Bitcoin,2024-07-01 19:00,16,25935.2
ETH,Ethereum,2025-07-15 23:00,9,8265.38
ADA,Cardano,2025-06-07 03:00,9,1004.95
SOL,Solana,2024-12-04 13:00,16,2950.87
ADA,Cardano,2024-05-15 01:00,4,1707.77
BTC,Bitcoin,2024-05-03 11:00,14,11489.4
ADA,Cardano,2024-09-21 04:00,2,759.5
BTC,Bitcoin,2024-07-21 00:00,12,24766.83
BTC,Bitcoin,2024-12-31 07:00,7,32264.99
BTC,Bitcoin,2024-06-28 01:00,7,18819.15
SOL,Solana,2024-03-23 08:00,5,1680.38
ADA,Cardano,2024-07-07 09:00,1,1344.53
BTC,Bitcoin,2025-07-04 23:00,9,20215.02
ADA,Cardano,2025-01-01 17:00,7,1331.9
ETH,Ethereum,2024-04-27 23:00,11,15661.96
BTC,Bitcoin,2024-11-01 13:00,9,0.0
SOL,Solana,2025-02-10 07:00,3,3408.3
ADA,Cardano,2025-03-02 01:00,7,976.21
ETH,Ethereum,2024-11-04 05:00,17,11811.48
BTC,Bitcoin,2025-04-07 04:00,10,17936.02
BTC,Bitcoin,2024-07-07 19:00,10,26006.01
BTC,Bitcoin,2025-04-30 18:00,11,33109.12
BTC,Bitcoin,2024-01-08 04:00,7,44103.64
ETH,Ethereum,2024-02-07 11:00,13,3735.54
ETH,Ethereum,2024-08-30 06:00,5,5914.87
ADA,Cardano,2024-03-05 01:00,6,1109.56
ADA,Cardano,2025-06-25 11:00,6,1037.26
SOL,Solana,2024-11-11 08:00,4,2741.49
ADA,Cardano,2025-03-03 23:00,2,792.97
BTC,Bitcoin,2025-01-14 15:00,7,16718.02
BTC,Bitcoin,2025-05-07 10:00,11,31216.35
SOL,Solana,2024-12-01 19:00,9,3153.59
BTC,Bitcoin,2025-01-16 04:00,15,39143.17
SOL,Solana,2025-05-19 00:00,9,3813.71
BTC,Bitcoin,2025-07-18 23:00,5,28714.35
ETH,Ethereum,2024-01-22 01:00,20,14813.14
ADA,Cardano,2024-05-17 05:00,5,1236.97
ETH,Ethereum,2024-07-24 03:00,13,7529.8
ADA,Cardano,2024-03-27 03:00,5,830.99
ETH,Ethereum,2025-04-16 14:00,16,10339.33
ADA,Cardano,2024-02-18 23:00,6,1423.59
ETH,Ethereum,2025-04-06 12:00,16,10146.04
SOL,Solana,2024-08-02 10:00,9,1947.2
ADA,Cardano,2025-06-22 21:00,3,283.38
ETH,Ethereum,2025-03-22 10:00,10,7273.14
BTC,Bitcoin,2024-11-15 11:00,8,6947.34
ADA,Cardano,2025-05-07 14:00,7,1570.84
BTC,Bitcoin,2024-09-05 19:00,10,12758.75
ADA,Cardano,2024-05-13 04:00,1,886.38
SOL,Solana,2025-04-25 20:00,8,2057.42
ADA,Cardano,2024-04-13 11:00,3,838.35
SOL,Solana,2024-02-17 00:00,5,135.72
SOL,Solana,2024-12-12 12:00,7,2167.57
ETH,Ethereum,2024-05-31 13:00,9,4428.38
ADA,Cardano,2024-12-12 10:00,6,1041.48
ETH,Ethereum,2024-11-11 12:00,15,8564.99
SOL,Solana,2024-07-28 07:00,9,3518.41
ETH,Ethereum,2025-07-07 11:00,17,16747.41
ETH,Ethereum,2024-11-11 20:00,17,3634.65
SOL,Solana,2024-06-26 10:00,7,3369.69
ADA,Cardano,2025-01-06 04:00,2,1415.76
BTC,Bitcoin,2024-08-24 12:00,8,5517.4
SOL,Solana,2025-06-13 02:00,7,1023.94
ADA,Cardano,2025-03-18 13:00,8,1219.92
ETH,Ethereum,2025-04-18 22:00,12,3859.26
ADA,Cardano,2024-05-30 11:00,5,1568.28
ADA,Cardano,2024-12-10 21:00,4,944.31
ETH,Ethereum,2024-09-12 05:00,16,11063.2
ETH,Ethereum,2025-07-09 04:00,19,12806.74
SOL,Solana,2024-03-28 03:00,7,1035.49
BTC,Bitcoin,2024-09-26 04:00,9,20535.84
ETH,Ethereum,2024-08-28 12:00,13,17553.43
ETH,Ethereum,2025-07-14 23:00,8,23416.11
ETH,Ethereum,2025-02-26 14:00,12,11222.89
ETH,Ethereum,2024-03-11 15:00,16,15283.7
ETH,Ethereum,2024-05-25 20:00,16,10927.21
ETH,Ethereum,2024-11-15 04:00,9,18397.15
BTC,Bitcoin,2024-07-18 15:00,7,20258.57
ADA,Cardano,2024-08-07 03:00,3,1189.25
ETH,Ethereum,2024-06-14 20:00,12,16355.92
ETH,Ethereum,2024-11-01 13:00,13,12948.91
BTC,Bitcoin,2025-05-22 08:00,9,34356.01
BTC,Bitcoin,2025-03-16 00:00,8,29669.36
ETH,Ethereum,2024-10-08 10:00,17,17324.98
ADA,Cardano,2024-08-23 18:00,3,1223.71
BTC,Bitcoin,2024-06-01 17:00,1,15973.18
BTC,Bitcoin,2025-02-15 18:00,3,16703.35
ETH,Ethereum,2025-07-13 22:00,14,10349.64
BTC,Bitcoin,2024-10-30 01:00,9,33628.48
ADA,Cardano,2024-01-04 14:00,6,1161.27
SOL,Solana,2024-05-25 07:00,6,2478.18
BTC,Bitcoin,2024-03-03 18:00,5,19504.02
ETH,Ethereum,2024-11-06 00:00,19,4334.45
ETH,Ethereum,2025-05-28 22:00,9,18849.27
ETH,Ethereum,2024-01-09 18:00,13,13719.34
BTC,Bitcoin,2025-06-21 15:00,5,24618.64
ADA,Cardano,2024-01-25 00:00,10,748.52
BTC,Bitcoin,2025-05-02 13:00,7,33326.51
ADA,Cardano,2025-07-15 08:00,9,738.02
BTC,Bitcoin,2025-07-08 15:00,7,35306.67
ADA,Cardano,2025-04-19 05:00,4,620.67
ADA,Cardano,2025-06-17 03:00,3,851.9
SOL,Solana,2025-04-29 03:00,9,2436.77
SOL,Solana,2024-11-14 03:00,13,3319.18
ETH,Ethereum,2024-05-04 13:00,18,8793.16
ADA,Cardano,2024-09-10 00:00,5,1257.9
ETH,Ethereum,2024-09-04 14:00,11,16006.83
ETH,Ethereum,2024-03-17 02:00,20,3870.59
SOL,Solana,2024-10-12 20:00,6,1847.07
ETH,Ethereum,2024-08-29 05:00,15,4397.75
BTC,Bitcoin,2024-09-11 04:00,11,27381.21
SOL,Solana,2025-05-14 22:00,12,2876.05
ETH,Ethereum,2025-06-20 15:00,9,2263.16
SOL,Solana,2024-04-14 17:00,8,541.04
ETH,Ethereum,2025-06-22 22:00,13,16532.39
BTC,Bitcoin,2024-11-10 16:00,11,10421.31
SOL,Solana,2025-05-30 17:00,11,2617.96
SOL,Solana,2025-05-30 21:00,12,2168.16
SOL,Solana,2024-04-01 14:00,5,2492.2
BTC,Bitcoin,2024-12-11 01:00,11,34406.41
SOL,Solana,2024-03-10 08:00,9,1835.08
ADA,Cardano,2024-04-16 22:00,5,1135.64
BTC,Bitcoin,2025-03-05 22:00,9,27431.78
ETH,Ethereum,2024-06-01 14:00,14,9964.85
BTC,Bitcoin,2024-08-05 00:00,8,24480.66
SOL,Solana,2024-10-28 08:00,8,1531.14
SOL,Solana,2025-01-04 17:00,8,1715.04
ETH,Ethereum,2025-05-21 00:00,23,15790.8
ETH,Ethereum,2024-05-19 14:00,18,10330.92
BTC,Bitcoin,2024-03-16 20:00,3,1652.87
SOL,Solana,2024-01-09 12:00,6,2037.67
ETH,Ethereum,2025-06-13 22:00,9,11603.09
SOL,Solana,2024-03-06 15:00,14,353.76
ETH,Ethereum,2025-07-03 03:00,14,6327.52
ETH,Ethereum,2025-01-14 17:00,10,15957.77
SOL,Solana,2024-09-24 08:00,11,2424.38
