coin,blockchain,time_range,whale_transaction_count,total_volume
SOL,Solana,2025-04-26 15:00,11,1213.86
ETH,Ethereum,2024-02-11 17:00,13,14329.09
BTC,Bitcoin,2024-04-26 20:00,7,30113.79
BTC,Bitcoin,2024-05-31 00:00,11,21765.61
BTC,Bitcoin,2025-05-26 15:00,11,27514.89
ADA,Cardano,2024-10-28 02:00,3,1276.79
BTC,Bitcoin,2024-03-24 17:00,13,21234.2
SOL,Solana,2025-05-31 21:00,8,1815.86
ETH,Ethereum,2024-11-26 05:00,12,10972.72
ETH,Ethereum,2025-03-26 08:00,12,14983.38
BTC,Bitcoin,2024-08-25 11:00,8,8445.1
ETH,Ethereum,2025-02-10 04:00,7,10314.85
ETH,Ethereum,2024-01-04 07:00,17,18982.83
ETH,Ethereum,2024-07-29 02:00,10,11886.28
SOL,Solana,2025-02-03 13:00,9,3876.56
SOL,Solana,2025-01-24 21:00,6,1664.45
ETH,Ethereum,2024-05-13 16:00,18,13847.47
ADA,Cardano,2025-01-27 05:00,3,1238.48
ETH,Ethereum,2024-09-18 15:00,12,14800.02
SOL,Solana,2025-04-05 07:00,3,1066.15
BTC,Bitcoin,2024-04-13 23:00,7,14109.41
ADA,Cardano,2025-03-19 21:00,8,1126.39
BTC,Bitcoin,2025-01-02 20:00,8,37368.03
BTC,Bitcoin,2024-04-07 15:00,10,16701.27
ETH,Ethereum,2024-03-11 02:00,19,17306.18
ADA,Cardano,2024-01-03 13:00,5,1284.2
SOL,Solana,2025-02-04 18:00,8,5336.35
BTC,Bitcoin,2024-06-05 16:00,10,23395.94
ETH,Ethereum,2024-07-08 15:00,16,12150.9
ETH,Ethereum,2024-12-26 01:00,18,6723.13
ADA,Cardano,2024-03-15 21:00,5,1078.87
BTC,Bitcoin,2024-02-19 07:00,14,27328.86
BTC,Bitcoin,2025-04-12 19:00,9,23994.07
BTC,Bitcoin,2025-06-06 18:00,8,24755.64
ETH,Ethereum,2024-08-02 21:00,8,7478.88
BTC,Bitcoin,2024-10-28 16:00,9,38419.48
ADA,Cardano,2024-10-01 19:00,9,1156.34
BTC,Bitcoin,2024-08-25 08:00,9,20547.53
ETH,Ethereum,2024-08-16 10:00,11,3717.32
SOL,Solana,2024-11-08 14:00,13,1094.92
ADA,Cardano,2025-02-25 17:00,4,216.26
SOL,Solana,2025-01-10 12:00,10,2837.07
ETH,Ethereum,2024-09-01 10:00,14,13356.5
ETH,Ethereum,2024-10-25 18:00,17,13560.51
BTC,Bitcoin,2025-01-17 04:00,10,25766.94
ADA,Cardano,2024-08-26 17:00,2,1529.39
ETH,Ethereum,2025-05-14 23:00,17,16209.22
SOL,Solana,2025-07-05 03:00,5,2761.88
SOL,Solana,2024-11-05 22:00,6,3174.14
SOL,Solana,2025-05-31 14:00,7,3402.72
BTC,Bitcoin,2024-02-05 19:00,12,18135.05
SOL,Solana,2024-06-20 13:00,7,755.12
BTC,Bitcoin,2024-05-17 16:00,13,26144.07
BTC,Bitcoin,2024-06-29 19:00,7,15484.02
ADA,Cardano,2024-11-24 19:00,4,1660.81
BTC,Bitcoin,2025-07-06 21:00,7,13859.6
SOL,Solana,2024-03-02 09:00,7,3458.18
BTC,Bitcoin,2024-02-05 09:00,16,29955.27
ADA,Cardano,2024-05-04 05:00,4,479.78
ETH,Ethereum,2024-06-20 11:00,15,10756.11
BTC,Bitcoin,2025-02-25 12:00,14,31544.24
ETH,Ethereum,2024-01-29 03:00,15,13755.33
BTC,Bitcoin,2024-05-26 16:00,16,10901.87
ADA,Cardano,2024-09-06 11:00,2,826.84
ADA,Cardano,2024-07-29 04:00,4,986.29
ETH,Ethereum,2025-06-22 09:00,13,20338.15
SOL,Solana,2025-03-29 22:00,6,1858.11
SOL,Solana,2024-01-03 09:00,9,4425.89
BTC,Bitcoin,2025-03-04 02:00,12,28115.81
ETH,Ethereum,2024-04-25 03:00,14,11372.34
BTC,Bitcoin,2024-09-23 12:00,13,24659.12
ETH,Ethereum,2024-07-22 11:00,18,16355.65
SOL,Solana,2024-08-09 11:00,5,3191.27
BTC,Bitcoin,2024-02-08 11:00,10,19491.35
ETH,Ethereum,2024-03-19 04:00,18,10295.79
ADA,Cardano,2024-04-03 11:00,6,1436.63
BTC,Bitcoin,2025-01-07 22:00,9,41903.3
ETH,Ethereum,2024-05-01 02:00,19,13342.06
BTC,Bitcoin,2025-06-15 13:00,10,6574.12
SOL,Solana,2024-07-30 23:00,9,3292.94
ADA,Cardano,2025-04-19 23:00,5,1432.01
BTC,Bitcoin,2024-06-12 02:00,8,15964.47
SOL,Solana,2024-08-29 15:00,8,2721.31
ETH,Ethereum,2025-06-12 23:00,16,19265.09
ADA,Cardano,2025-01-14 04:00,5,1630.39
BTC,Bitcoin,2025-01-01 22:00,12,36342.07
ETH,Ethereum,2024-01-19 22:00,14,17494.62
BTC,Bitcoin,2024-12-23 02:00,7,18502.57
ADA,Cardano,2024-11-18 06:00,4,1430.19
ETH,Ethereum,2024-09-01 21:00,13,5155.16
BTC,Bitcoin,2025-07-04 17:00,8,16184.43
ETH,Ethereum,2024-06-30 04:00,11,10122.16
ADA,Cardano,2025-02-19 17:00,5,1232.92
ETH,Ethereum,2025-02-15 20:00,11,15135.73
SOL,Solana,2024-07-05 07:00,9,1903.24
SOL,Solana,2024-01-20 23:00,12,2399.04
SOL,Solana,2025-02-07 04:00,6,1575.85
ADA,Cardano,2024-03-29 04:00,3,696.58
ETH,Ethereum,2024-02-22 15:00,14,14801.92
SOL,Solana,2024-01-06 01:00,2,2838.62
ETH,Ethereum,2024-07-29 11:00,12,15753.08
BTC,Bitcoin,2025-05-04 13:00,6,17069.28
BTC,Bitcoin,2024-04-30 00:00,8,31630.68
ADA,Cardano,2024-06-27 16:00,4,1129.94
BTC,Bitcoin,2025-01-31 21:00,5,18245.19
BTC,Bitcoin,2024-06-06 23:00,11,22392.2
ETH,Ethereum,2024-01-02 20:00,25,15242.99
SOL,Solana,2025-01-04 23:00,12,2661.66
SOL,Solana,2025-03-28 19:00,8,3154.88
ETH,Ethereum,2024-12-29 03:00,15,9631.93
SOL,Solana,2024-04-13 09:00,8,2681.72
ADA,Cardano,2024-02-28 07:00,5,1710.85
SOL,Solana,2024-07-06 13:00,5,3090.34
SOL,Solana,2024-08-07 21:00,9,2831.91
ADA,Cardano,2024-01-10 00:00,3,1022.43
BTC,Bitcoin,2024-06-20 23:00,14,39846.11
ETH,Ethereum,2025-04-27 13:00,13,8646.19
BTC,Bitcoin,2025-06-03 22:00,15,30394.3
BTC,Bitcoin,2025-02-12 17:00,11,16493.4
ETH,Ethereum,2024-05-04 16:00,8,12356.33
ADA,Cardano,2024-01-04 07:00,8,551.27
SOL,Solana,2025-01-09 20:00,12,2042.3
BTC,Bitcoin,2024-03-09 09:00,9,9146.31
ADA,Cardano,2024-02-27 12:00,6,978.93
BTC,Bitcoin,2025-03-24 22:00,10,26474.58
SOL,Solana,2024-05-02 02:00,9,3068.7
ADA,Cardano,2025-01-24 14:00,2,1051.35
ETH,Ethereum,2025-04-28 12:00,12,11357.52
BTC,Bitcoin,2024-01-08 10:00,10,38790.06
ETH,Ethereum,2025-03-26 13:00,20,13360.26
ETH,Ethereum,2024-06-15 07:00,10,5129.79
ETH,Ethereum,2024-05-28 02:00,16,20891.07
SOL,Solana,2024-03-20 15:00,9,2838.09
ETH,Ethereum,2025-01-14 20:00,16,8524.4
SOL,Solana,2024-01-17 17:00,5,2939.56
BTC,Bitcoin,2025-05-30 00:00,12,24357.59
BTC,Bitcoin,2024-09-08 08:00,10,25990.87
ETH,Ethereum,2024-12-07 11:00,6,1690.33
ADA,Cardano,2025-04-12 05:00,5,835.8
ETH,Ethereum,2024-07-07 10:00,12,13818.1
ADA,Cardano,2025-07-30 06:00,5,1366.42
ETH,Ethereum,2025-06-20 18:00,8,9162.91
ADA,Cardano,2025-02-15 18:00,3,786.87
BTC,Bitcoin,2024-12-11 16:00,17,19098.57
BTC,Bitcoin,2024-03-21 06:00,15,23256.35
BTC,Bitcoin,2024-02-05 12:00,16,24115.12
BTC,Bitcoin,2025-07-18 07:00,4,11894.48
BTC,Bitcoin,2024-04-18 01:00,9,35819.09
BTC,Bitcoin,2024-10-19 12:00,11,22166.9
ADA,Cardano,2025-01-14 15:00,7,777.94
BTC,Bitcoin,2024-05-05 09:00,9,14639.79
ETH,Ethereum,2025-04-13 10:00,11,11311.88
ADA,Cardano,2024-12-19 06:00,4,1022.73
ETH,Ethereum,2024-06-14 03:00,16,8683.02
BTC,Bitcoin,2024-08-24 22:00,13,22377.82
ADA,Cardano,2024-04-13 14:00,6,953.14
ETH,Ethereum,2024-06-17 11:00,10,8662.07
ETH,Ethereum,2024-07-02 10:00,12,10493.4
ETH,Ethereum,2024-11-23 05:00,16,14430.82
BTC,Bitcoin,2024-04-21 11:00,5,23807.56
ADA,Cardano,2024-02-24 08:00,6,808.9
ETH,Ethereum,2024-07-15 15:00,10,6088.07
ADA,Cardano,2025-04-05 04:00,4,1028.8
SOL,Solana,2024-07-07 22:00,5,1321.13
ADA,Cardano,2024-06-23 18:00,5,962.12
ETH,Ethereum,2025-02-03 03:00,17,19611.76
ADA,Cardano,2024-09-22 08:00,1,1287.95
BTC,Bitcoin,2024-08-02 01:00,11,29285.07
ADA,Cardano,2024-10-06 09:00,2,513.34
SOL,Solana,2024-02-19 08:00,8,1182.67
BTC,Bitcoin,2024-07-08 10:00,9,37174.32
BTC,Bitcoin,2024-12-19 18:00,13,34675.35
ADA,Cardano,2025-04-16 11:00,7,894.07
SOL,Solana,2024-01-19 23:00,4,2422.06
BTC,Bitcoin,2025-03-12 13:00,12,26281.57
ADA,Cardano,2024-03-02 03:00,5,633.71
SOL,Solana,2024-10-01 00:00,11,1304.32
ETH,Ethereum,2024-08-15 02:00,18,15198.81
ADA,Cardano,2025-05-28 21:00,10,1305.39
BTC,Bitcoin,2025-02-27 06:00,16,13016.28
ETH,Ethereum,2024-09-12 02:00,21,16839.82
BTC,Bitcoin,2024-04-18 08:00,11,7369.26
ADA,Cardano,2025-03-26 10:00,5,1489.14
ETH,Ethereum,2024-08-03 03:00,8,12504.77
SOL,Solana,2025-01-29 00:00,15,4240.81
SOL,Solana,2024-09-04 13:00,6,3291.05
BTC,Bitcoin,2024-06-24 03:00,9,12238.63
SOL,Solana,2025-06-09 21:00,12,2401.04
SOL,Solana,2024-06-25 17:00,6,1813.89
ETH,Ethereum,2024-08-26 07:00,14,5441.15
SOL,Solana,2024-06-06 01:00,6,2631.17
BTC,Bitcoin,2024-04-19 21:00,9,16434.59
ADA,Cardano,2025-04-12 11:00,2,1259.46
SOL,Solana,2024-04-01 22:00,7,3048.41
SOL,Solana,2025-07-29 21:00,5,2563.47
BTC,Bitcoin,2024-07-04 02:00,5,26651.98
ETH,Ethereum,2024-07-09 01:00,16,14335.83
ADA,Cardano,2025-05-15 16:00,5,1397.95
ADA,Cardano,2024-10-11 10:00,9,897.81
BTC,Bitcoin,2025-01-28 08:00,11,34118.97
ETH,Ethereum,2024-08-22 16:00,7,9093.75
SOL,Solana,2024-05-19 00:00,12,2180.22
ETH,Ethereum,2024-12-10 18:00,13,12980.0
SOL,Solana,2024-02-20 03:00,8,3239.68
ADA,Cardano,2024-06-21 18:00,3,650.87
SOL,Solana,2025-05-26 06:00,11,1523.35
ETH,Ethereum,2024-06-05 06:00,16,9432.63
SOL,Solana,2024-09-25 06:00,8,2900.02
ETH,Ethereum,2024-11-17 23:00,11,17658.2
BTC,Bitcoin,2024-10-20 02:00,6,17435.41
ADA,Cardano,2024-03-16 22:00,5,1627.54
ETH,Ethereum,2024-04-01 18:00,17,10624.24
ADA,Cardano,2024-07-03 17:00,4,1210.91
SOL,Solana,2025-02-22 10:00,6,2435.15
ETH,Ethereum,2024-01-20 21:00,13,16818.35
BTC,Bitcoin,2025-05-18 00:00,7,29023.57
SOL,Solana,2025-02-26 05:00,7,3567.09
SOL,Solana,2024-07-02 02:00,8,3278.78
ADA,Cardano,2025-01-16 22:00,8,1388.88
ADA,Cardano,2025-02-06 15:00,5,1263.67
ADA,Cardano,2025-02-09 05:00,4,1437.26
SOL,Solana,2025-03-26 07:00,6,1872.53
BTC,Bitcoin,2025-02-23 12:00,10,14107.89
ADA,Cardano,2024-07-01 18:00,6,1199.4
ADA,Cardano,2024-05-18 04:00,5,1068.18
SOL,Solana,2024-12-11 19:00,7,2396.2
ADA,Cardano,2024-01-27 10:00,4,914.98
SOL,Solana,2024-05-28 15:00,11,2005.93
SOL,Solana,2025-06-12 22:00,10,149.59
ADA,Cardano,2025-05-04 01:00,4,1699.48
BTC,Bitcoin,2025-05-21 21:00,10,21922.08
ADA,Cardano,2024-01-16 16:00,7,1662.51
SOL,Solana,2024-11-02 01:00,5,2572.31
ETH,Ethereum,2024-05-12 00:00,24,4975.55
ADA,Cardano,2024-06-10 02:00,2,2083.06
ETH,Ethereum,2024-07-24 20:00,13,14357.73
SOL,Solana,2025-02-13 11:00,10,1811.25
SOL,Solana,2024-05-16 12:00,10,2393.67
ADA,Cardano,2025-02-28 09:00,1,715.34
SOL,Solana,2024-09-19 18:00,9,573.24
ADA,Cardano,2024-07-31 14:00,5,1079.45
ADA,Cardano,2024-10-29 16:00,7,1336.92
ADA,Cardano,2024-01-07 01:00,5,1303.65
ETH,Ethereum,2025-05-31 23:00,12,13469.69
BTC,Bitcoin,2024-09-25 18:00,8,30061.12
BTC,Bitcoin,2025-01-30 18:00,16,20914.24
ADA,Cardano,2024-09-07 21:00,4,1406.87
ADA,Cardano,2024-03-03 18:00,1,491.49
ADA,Cardano,2024-01-18 21:00,6,1485.26
BTC,Bitcoin,2024-12-13 12:00,7,28907.6
SOL,Solana,2024-05-13 04:00,10,2988.76
BTC,Bitcoin,2024-06-17 14:00,9,20280.11
BTC,Bitcoin,2024-05-22 19:00,18,29952.87
SOL,Solana,2024-03-03 11:00,12,811.65
ETH,Ethereum,2024-03-15 12:00,13,7441.44
ETH,Ethereum,2025-07-06 03:00,7,13710.95
BTC,Bitcoin,2025-04-16 14:00,16,40573.15
BTC,Bitcoin,2024-12-13 10:00,6,21155.04
SOL,Solana,2024-07-24 02:00,12,954.93
ETH,Ethereum,2025-04-27 08:00,14,507.07
ETH,Ethereum,2024-09-20 09:00,13,9921.77
ETH,Ethereum,2024-09-18 09:00,18,9582.71
ETH,Ethereum,2025-01-20 21:00,23,24805.29
SOL,Solana,2024-02-10 04:00,5,825.24
ETH,Ethereum,2024-08-12 16:00,11,10886.5
ADA,Cardano,2025-03-25 23:00,5,1133.9
ETH,Ethereum,2024-01-11 19:00,20,14713.99
SOL,Solana,2025-04-30 08:00,8,2780.0
ADA,Cardano,2025-05-20 23:00,5,1417.38
SOL,Solana,2024-10-07 01:00,6,3320.48
BTC,Bitcoin,2024-08-16 08:00,6,16530.85
ADA,Cardano,2024-10-17 11:00,5,1470.87
SOL,Solana,2024-05-29 16:00,9,2448.4
BTC,Bitcoin,2024-04-15 05:00,11,19087.7
BTC,Bitcoin,2024-10-17 23:00,5,32925.43
SOL,Solana,2024-09-20 06:00,7,1189.27
ETH,Ethereum,2024-10-07 20:00,14,7789.98
ETH,Ethereum,2024-10-18 10:00,9,12411.4
ADA,Cardano,2025-06-25 13:00,6,806.25
ADA,Cardano,2024-01-28 09:00,15,1150.37
ADA,Cardano,2024-04-26 22:00,7,907.63
ETH,Ethereum,2025-06-09 18:00,16,18461.33
ETH,Ethereum,2025-07-23 10:00,11,1404.24
ETH,Ethereum,2024-06-03 05:00,10,14517.54
ETH,Ethereum,2024-08-19 16:00,16,10116.07
ETH,Ethereum,2024-04-04 09:00,19,8028.64
SOL,Solana,2024-03-24 07:00,7,2174.74
ETH,Ethereum,2024-04-14 10:00,11,13473.44
BTC,Bitcoin,2025-06-05 03:00,5,33450.87
ETH,Ethereum,2024-03-29 05:00,10,13719.04
ADA,Cardano,2024-02-09 20:00,3,626.19
SOL,Solana,2024-11-09 04:00,6,1510.82
BTC,Bitcoin,2024-08-21 23:00,13,17458.24
SOL,Solana,2025-03-01 05:00,5,2977.13
BTC,Bitcoin,2025-04-11 01:00,9,31265.17
SOL,Solana,2024-02-19 18:00,6,1095.68
SOL,Solana,2024-08-11 05:00,6,1312.59
SOL,Solana,2024-08-21 04:00,9,1570.41
BTC,Bitcoin,2024-04-16 01:00,6,14377.0
ETH,Ethereum,2025-06-19 08:00,11,4080.95
ADA,Cardano,2025-07-01 07:00,5,1569.69
ETH,Ethereum,2024-11-05 08:00,10,14412.52
BTC,Bitcoin,2025-07-27 01:00,5,20273.21
ETH,Ethereum,2025-01-16 01:00,15,16852.89
ADA,Cardano,2025-04-12 10:00,5,835.85
ETH,Ethereum,2024-04-11 13:00,20,7003.42
SOL,Solana,2024-01-06 00:00,12,2757.52
BTC,Bitcoin,2024-10-31 18:00,12,41706.05
BTC,Bitcoin,2025-07-21 01:00,13,21604.75
SOL,Solana,2024-08-05 19:00,9,1908.43
BTC,Bitcoin,2024-04-02 11:00,12,33900.56
BTC,Bitcoin,2025-03-18 05:00,8,31895.4
BTC,Bitcoin,2024-12-27 13:00,10,13037.43
BTC,Bitcoin,2024-05-30 13:00,11,51707.06
ETH,Ethereum,2024-06-09 18:00,17,2819.73
ADA,Cardano,2024-07-05 14:00,3,949.49
ADA,Cardano,2024-02-25 11:00,4,1372.34
SOL,Solana,2024-06-08 15:00,7,830.4
BTC,Bitcoin,2024-12-30 00:00,11,39803.71
BTC,Bitcoin,2024-10-10 12:00,11,28139.27
ETH,Ethereum,2025-05-24 12:00,12,10087.53
ETH,Ethereum,2024-01-11 04:00,16,18657.4
ADA,Cardano,2024-08-28 18:00,4,1738.9
BTC,Bitcoin,2024-05-29 13:00,12,39555.19
ADA,Cardano,2024-07-28 15:00,1,460.48
BTC,Bitcoin,2025-02-04 01:00,14,23259.07
ADA,Cardano,2024-09-08 09:00,2,1226.49
BTC,Bitcoin,2025-07-30 10:00,8,23581.16
ADA,Cardano,2025-06-06 10:00,5,885.1
ETH,Ethereum,2025-04-22 05:00,16,12227.61
SOL,Solana,2024-07-26 13:00,7,1948.13
ADA,Cardano,2024-09-16 12:00,6,743.6
ADA,Cardano,2024-12-30 18:00,3,660.67
SOL,Solana,2024-10-16 19:00,9,2941.3
SOL,Solana,2025-02-03 15:00,12,3075.14
SOL,Solana,2024-02-26 18:00,8,2639.9
BTC,Bitcoin,2024-05-26 00:00,13,26524.28
SOL,Solana,2025-04-11 12:00,9,3852.98
BTC,Bitcoin,2025-07-28 13:00,13,7948.15
ETH,Ethereum,2024-03-23 06:00,7,7520.82
BTC,Bitcoin,2025-06-11 17:00,11,25181.31
BTC,Bitcoin,2024-06-30 12:00,7,0.0
BTC,Bitcoin,2025-03-24 01:00,14,24129.79
ETH,Ethereum,2024-12-14 08:00,13,12657.27
ADA,Cardano,2024-11-15 09:00,6,556.4
ADA,Cardano,2025-05-11 11:00,3,996.44
ETH,Ethereum,2025-02-23 19:00,9,884.92
ADA,Cardano,2024-08-14 22:00,2,1687.67
ADA,Cardano,2024-07-22 12:00,4,707.05
ETH,Ethereum,2024-10-05 05:00,18,10514.34
SOL,Solana,2024-03-24 14:00,10,2678.97
BTC,Bitcoin,2024-03-01 23:00,7,14433.76
ADA,Cardano,2025-05-30 08:00,8,891.97
ETH,Ethereum,2024-05-07 18:00,13,19767.98
ADA,Cardano,2025-05-14 02:00,7,1335.34
BTC,Bitcoin,2024-10-23 01:00,17,18993.7
ADA,Cardano,2024-02-10 15:00,5,1424.01
SOL,Solana,2024-01-18 06:00,8,3152.14
ETH,Ethereum,2024-10-24 18:00,18,16068.34
BTC,Bitcoin,2024-10-31 22:00,10,36444.28
BTC,Bitcoin,2025-05-28 21:00,12,34738.72
ETH,Ethereum,2024-10-11 06:00,8,16752.31
BTC,Bitcoin,2024-12-21 04:00,9,15580.2
SOL,Solana,2024-06-09 04:00,9,2763.47
BTC,Bitcoin,2024-06-10 19:00,17,16266.75
SOL,Solana,2025-06-20 13:00,7,2439.53
SOL,Solana,2025-07-22 15:00,8,4131.25
ETH,Ethereum,2024-06-20 15:00,19,12503.84
ETH,Ethereum,2025-02-12 22:00,13,14640.96
ADA,Cardano,2024-08-29 17:00,6,1338.11
SOL,Solana,2025-02-23 00:00,6,2202.46
BTC,Bitcoin,2024-08-10 15:00,10,9657.66
SOL,Solana,2024-07-20 08:00,4,2840.78
ADA,Cardano,2025-01-05 12:00,6,974.24
ETH,Ethereum,2024-06-29 22:00,11,8546.74
BTC,Bitcoin,2025-05-29 06:00,15,34784.32
ETH,Ethereum,2025-06-30 10:00,15,5468.56
SOL,Solana,2025-04-18 11:00,6,1335.7
ETH,Ethereum,2024-04-04 04:00,11,16818.06
SOL,Solana,2024-04-12 05:00,5,3270.15
ADA,Cardano,2025-03-30 03:00,2,908.55
ETH,Ethereum,2025-04-07 10:00,13,7888.07
SOL,Solana,2024-02-12 23:00,9,735.51
ETH,Ethereum,2025-01-09 23:00,13,12258.79
SOL,Solana,2025-01-24 09:00,8,3055.66
SOL,Solana,2024-05-11 17:00,7,3433.88
ETH,Ethereum,2024-08-22 01:00,6,16446.89
ADA,Cardano,2024-04-19 19:00,1,349.42
SOL,Solana,2025-06-22 04:00,10,2024.09
BTC,Bitcoin,2024-03-26 16:00,18,19174.09
SOL,Solana,2025-06-13 00:00,5,2109.63
BTC,Bitcoin,2024-01-24 22:00,11,24042.18
ETH,Ethereum,2025-04-15 06:00,6,13924.57
ETH,Ethereum,2025-07-25 13:00,15,1656.34
ADA,Cardano,2024-10-25 22:00,5,1580.0
ADA,Cardano,2024-01-20 21:00,2,1215.39
ETH,Ethereum,2024-04-24 16:00,21,16144.1
ADA,Cardano,2025-02-03 22:00,3,1928.26
BTC,Bitcoin,2024-08-16 13:00,5,24981.28
ETH,Ethereum,2024-02-12 15:00,24,12053.29
BTC,Bitcoin,2024-06-22 12:00,7,19772.3
ETH,Ethereum,2025-04-15 12:00,11,9389.64
BTC,Bitcoin,2024-09-17 03:00,6,24551.51
BTC,Bitcoin,2024-03-07 15:00,17,30639.49
BTC,Bitcoin,2025-07-26 12:00,7,15763.12
ETH,Ethereum,2025-06-01 04:00,12,10282.88
BTC,Bitcoin,2024-07-19 03:00,11,12074.59
ETH,Ethereum,2024-08-31 18:00,13,17798.38
SOL,Solana,2025-02-03 21:00,7,2736.13
ETH,Ethereum,2024-09-18 07:00,15,14181.77
ADA,Cardano,2024-01-31 14:00,5,1334.11
ADA,Cardano,2024-10-08 13:00,5,1508.73
SOL,Solana,2025-01-14 12:00,14,4534.7
BTC,Bitcoin,2024-07-24 19:00,4,21281.46
ETH,Ethereum,2024-03-11 21:00,15,11919.84
ETH,Ethereum,2024-06-03 00:00,14,9664.39
ADA,Cardano,2024-11-15 07:00,6,751.92
ADA,Cardano,2025-03-22 04:00,3,1429.52
ETH,Ethereum,2024-04-14 08:00,16,7616.07
BTC,Bitcoin,2025-01-03 02:00,9,19720.61
ADA,Cardano,2025-05-20 16:00,3,1315.92
SOL,Solana,2024-11-22 01:00,9,2266.47
ADA,Cardano,2025-04-18 21:00,4,175.35
BTC,Bitcoin,2024-09-14 13:00,4,22265.26
BTC,Bitcoin,2024-03-05 01:00,5,26503.06
BTC,Bitcoin,2024-05-18 10:00,11,30436.0
ETH,Ethereum,2025-04-11 00:00,10,10007.91
SOL,Solana,2024-03-04 14:00,8,2190.57
BTC,Bitcoin,2024-03-06 15:00,14,14672.26
BTC,Bitcoin,2025-03-21 00:00,10,11122.21
BTC,Bitcoin,2025-04-07 13:00,8,23231.41
ETH,Ethereum,2025-04-07 23:00,12,8762.74
SOL,Solana,2024-06-18 10:00,8,2758.31
BTC,Bitcoin,2025-03-13 02:00,9,18677.35
BTC,Bitcoin,2025-03-11 11:00,10,20706.01
ETH,Ethereum,2025-05-16 14:00,12,15440.34
ETH,Ethereum,2024-04-11 21:00,19,18453.51
SOL,Solana,2024-08-26 14:00,7,3019.84
ETH,Ethereum,2024-01-31 13:00,17,9636.39
BTC,Bitcoin,2024-06-20 22:00,7,24582.77
BTC,Bitcoin,2025-04-03 15:00,5,27915.38
BTC,Bitcoin,2024-10-26 13:00,12,20294.52
ETH,Ethereum,2025-04-16 21:00,8,17069.46
SOL,Solana,2024-08-16 19:00,12,2223.98
ADA,Cardano,2025-02-23 17:00,5,856.55
BTC,Bitcoin,2024-11-10 14:00,6,12509.2
SOL,Solana,2024-11-29 16:00,8,3129.6
ADA,Cardano,2025-02-19 02:00,2,1285.1
ADA,Cardano,2025-04-27 03:00,6,619.63
SOL,Solana,2024-03-30 10:00,3,1401.48
ETH,Ethereum,2025-02-20 14:00,16,9446.2
SOL,Solana,2024-12-15 12:00,10,1316.02
SOL,Solana,2025-02-18 19:00,8,2277.39
BTC,Bitcoin,2025-03-28 09:00,4,24024.09
ETH,Ethereum,2024-04-24 23:00,14,12630.8
ETH,Ethereum,2024-06-14 05:00,12,15984.93
BTC,Bitcoin,2024-03-21 03:00,10,31479.41
ETH,Ethereum,2025-07-20 22:00,7,12677.72
ADA,Cardano,2025-04-18 13:00,2,571.91
BTC,Bitcoin,2024-06-29 15:00,6,19269.12
ADA,Cardano,2025-03-09 19:00,2,805.91
ADA,Cardano,2024-11-16 22:00,2,577.73
ETH,Ethereum,2025-07-11 07:00,14,12125.27
ADA,Cardano,2024-09-03 01:00,4,1800.63
SOL,Solana,2025-06-12 04:00,8,3068.29
BTC,Bitcoin,2024-01-28 07:00,4,16193.29
SOL,Solana,2024-04-24 23:00,10,1212.26
SOL,Solana,2024-06-28 20:00,11,1632.67
ADA,Cardano,2024-11-23 15:00,6,375.48
BTC,Bitcoin,2024-02-18 02:00,8,13993.61
SOL,Solana,2024-12-13 16:00,10,2621.84
ETH,Ethereum,2025-03-09 10:00,7,9361.15
ETH,Ethereum,2024-01-30 07:00,17,10505.48
SOL,Solana,2025-01-25 14:00,6,1525.48
BTC,Bitcoin,2024-01-05 08:00,14,15741.9
SOL,Solana,2024-04-13 07:00,6,4237.82
BTC,Bitcoin,2025-05-29 10:00,14,18337.3
ETH,Ethereum,2025-04-10 10:00,20,12322.34
BTC,Bitcoin,2024-02-24 03:00,6,20079.76
BTC,Bitcoin,2024-05-02 14:00,16,20609.43
SOL,Solana,2024-04-22 12:00,7,1451.62
ETH,Ethereum,2025-07-13 23:00,15,5662.89
BTC,Bitcoin,2024-05-01 20:00,9,28037.3
ETH,Ethereum,2025-04-02 02:00,13,13281.01
ETH,Ethereum,2024-07-18 11:00,16,12882.16
SOL,Solana,2024-03-30 16:00,5,868.53
BTC,Bitcoin,2024-01-03 19:00,8,35710.62
ETH,Ethereum,2024-10-14 18:00,15,6138.49
SOL,Solana,2025-04-15 21:00,16,3014.59
SOL,Solana,2024-01-18 09:00,5,3151.53
SOL,Solana,2025-02-17 01:00,12,1715.63
ADA,Cardano,2024-08-11 18:00,2,937.71
ETH,Ethereum,2024-10-09 06:00,16,14332.6
SOL,Solana,2024-11-19 17:00,10,2368.47
BTC,Bitcoin,2024-10-23 11:00,14,27834.61
BTC,Bitcoin,2025-03-31 04:00,9,24210.1
BTC,Bitcoin,2024-05-13 15:00,11,40003.45
SOL,Solana,2025-03-07 06:00,8,520.05
ETH,Ethereum,2025-02-25 08:00,13,8541.3
SOL,Solana,2024-06-09 09:00,8,1534.94
BTC,Bitcoin,2025-07-07 22:00,12,26400.23
ETH,Ethereum,2024-07-01 06:00,10,17504.79
ETH,Ethereum,2025-06-06 14:00,14,1422.09
ADA,Cardano,2025-04-08 08:00,5,1405.67
ETH,Ethereum,2025-04-10 22:00,9,12250.28
SOL,Solana,2025-03-13 20:00,11,1291.56
SOL,Solana,2024-08-04 03:00,13,1603.07
ETH,Ethereum,2024-01-31 18:00,17,5476.89
